,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
10,280,0.8787944932449699,-0.26690919844974104,0.409706011015419,1.5098080742880702,-0.48779804796164,0.37682947645308396,-0.38928834341500496,0.33136114005207395,0.7027276149795609,-0.574106367325665,1.11196718658971,0.599725185775858,-1.2345875316281,-1.02801841090484,-0.780626424993039,-0.0818142871399598,0.979700050493412,0.385091633735668,-0.24010793712072198,-0.00170799730167635,0.0250558208905423,0.11052660499047,-0.19123715677574102,-0.0591991928381641,0.504350122375445,-0.27152614829119,0.0590995559005013,0.05350082055355099,109.15,0
11,352,-1.04636191482801,0.720386219291532,1.60341258950027,0.6083711080050761,0.46094056466600797,-1.42340578494226,0.266078666986921,-0.141047826534776,-0.516792825520311,-0.20134654385536999,0.21788409240458,0.25638956421715,0.589282921424331,-0.458450813247206,1.24218551515541,-0.0263764945387386,0.356937243945689,-0.22452803753460898,0.524727849701389,0.122034587605592,-0.23102685901406303,-0.529574974121114,-0.10629322682703302,0.704603774467293,-0.349903416323535,0.14604071711094502,0.289964795016615,0.159571550758066,2.67,0
12,417,-0.473730524697735,0.697340216703824,2.27959950744856,1.3598750859261999,0.342429159666574,1.3928856328574601,0.289971173300265,0.17067702144809802,0.578965557156412,-0.27689289944125,-1.5774946348140901,1.00916469350986,1.30396410153532,-1.3505922946343798,-1.4155337318127799,-1.55708136048417,0.672507644831282,-0.993821894844362,1.6087210316232499,0.330992724984965,-0.46242490531796293,-0.486809845024312,-0.235666652987216,-0.726568109145409,0.0859813287766956,-0.35109542906881397,0.28906675978987606,-0.0430295645509429,8.61,0
13,423,1.17484581369606,-0.0971048395146796,-0.361082797511909,0.914490346277142,0.5945710291705101,1.10666414925352,-0.11483538361643901,0.30764985448388,0.34784573363201904,0.0697572255096857,-0.6098346723479511,-0.0596156835803882,-1.2422601977398602,0.432566818918192,-0.518048386153469,0.0438409286883001,-0.537445238685024,0.251097123803053,0.570590285537752,-0.138106425800052,-0.157769450976664,-0.38879848737340705,-0.30340840841970096,-1.7372875707603201,0.805329461686686,-0.22175461540107103,0.0185579192184893,-0.00856990915191144,43.34,0
14,439,1.2587777389476698,-0.0593127600677721,0.31405184489243704,-0.111066733043089,-0.5030061213880449,-0.7040885845886079,-0.156473113141336,-0.0515437181463908,0.36929188691109904,-0.21017590354771598,-0.13384632512758302,-0.131048187632445,-0.720066615119355,0.42325517510609606,1.47594172661015,0.000962488877694608,0.0204284594563534,-0.848828047832086,-0.281283414331617,-0.156057414582044,-0.0927300122104742,-0.249495726071198,0.08693366086896699,0.124847580016601,0.14142862765790198,0.992693407087903,-0.0722555258201548,-0.00174251624395787,0.77,0
15,441,-0.421335649528035,0.8453734395560061,-0.180052640463827,-1.19407718352496,2.7378004007526897,3.29311432865488,0.375298828691969,0.660923509855835,-0.319588089523018,-0.128709363978593,0.0416192016571357,-0.436775846064891,-0.10897957539409699,-0.4679472077968889,1.0846012333503499,0.5835426471388799,-0.600490434044594,0.31382030740683303,0.321886397319689,0.2786261568794461,-0.309462384540565,-0.83605068415598,-0.0538050282567124,0.9401546237699591,-0.39577410725703,-0.00625645261669694,0.0603710283627777,-0.0138970077662213,9.27,0
16,462,-1.11378128928362,0.11737805408188799,2.09035990196239,0.47333979858603603,0.489379330739178,-0.993792815930117,0.03814021059915,0.145453364296393,-0.851287661860824,-0.192764693327515,1.4095285118899599,0.24543562496663499,-0.8119794335356709,0.6288214045238161,0.685018176597155,0.0879704109605373,-0.22293937042953302,0.29734772376635604,0.996707629198605,0.262599192840521,-0.0750026605301698,-0.588687267127568,0.0442660853613526,0.5055929085876371,-0.0122136389240961,0.20064055750497697,-0.0122970677677897,0.0797441227623801,13.99,0
17,484,-0.9280877525241309,0.398194069879865,1.74113124955186,0.182672744087029,0.966386863448983,-0.90100379724714,0.879016073446028,-0.156589870670581,-0.14211746065487801,-0.5747752701751271,-0.47818130708357104,-0.426852483688402,-1.4934258427336002,0.18792073243926802,-0.282355215934645,-0.648149999095862,-0.0194490616447915,-0.7821722080896171,-1.1949984691057298,-0.11828344490067301,0.06635341596002599,0.281377527103784,-0.257966138795095,0.385383832928551,0.391117132772304,-0.4538533173114579,-0.10444802434415999,-0.12576540915269402,1.0,0
18,530,1.21726110498281,-0.0806463327397788,-0.0592931991088805,-0.8688623311287109,-0.23662799267156304,-0.700158533893124,0.143747177593302,-0.11137435812373599,0.790808661437134,-0.8954556713262559,1.83753375154151,1.97777284709247,0.45535122774583203,0.400478999537246,0.13555691970641,-1.3133513424571002,0.20792699948760698,-0.409951002158528,0.6760980782538679,-0.126242860307691,0.0815817877481078,0.53469328567052,-0.159644364206418,0.296811561805622,0.855792891128452,-0.5530631842279771,0.0542739832562945,0.00141049190933083,1.0,0
19,551,-0.444316305628711,0.8746480305308759,2.3974144305045297,0.834891986174652,0.39699804458631704,-0.0231381839442874,1.19655052379657,-0.6726902339448039,-0.133217375813623,0.5259034745925739,1.46570711595905,0.991977549677303,0.42962008654199296,-0.6974776595103431,-0.740760329557277,-0.915457100213818,-0.302646437259453,-0.0339418606985377,1.1330914122595401,0.229731864641251,-0.16840021467012398,0.12710815864729902,-0.33915352586826397,0.5674724612306961,0.000613958756626509,-0.5212825921610941,-0.6268355381057701,-0.563630606005026,8.84,0
20,574,-0.40205703044579105,0.5842999009662211,2.4742269461205497,0.9296840628773041,0.0143137097884111,0.297490246372708,0.715194582634109,-0.257152873202103,0.5938683268270211,-0.179321634379115,-0.509708400135098,0.345462616516336,-0.257994860995501,-0.9583060621021471,-0.888987963974506,-1.20354641419234,0.35484575569489596,-0.90239344683519,-0.202308508026038,-0.0266002197352661,-0.0728123302739568,0.445732604720208,-0.24510336762558,0.42123440762033704,0.0492798709093023,-0.38832296846940795,-0.32933298772169606,-0.386747159020337,12.0,0
21,574,1.17836386174598,0.444452843800443,-0.39872330075993,0.7244859324298291,0.12343851958062801,-0.753883381818192,0.161412249551307,0.004017368610729,-0.306010658913081,-0.447325442680384,2.06754173873,0.305623800596035,-1.0523882393311,-0.60665660270314,0.567806315307093,0.34305874080989,0.9659554830105941,0.22397790439570603,-0.463516775469632,-0.15971820510713097,-0.0552671736150505,-0.147936551888051,-0.0265513379903036,0.11374662598161699,0.412081377015899,0.371214481534139,-0.026678720024391003,0.023271787775316,0.76,0
22,610,1.16224084823649,-0.294348089558047,0.568069671696178,-0.0439519967865361,-0.7423521753500609,-0.360376363848585,-0.43191584496998,0.0555011124644731,0.255826742382334,0.0135950850991026,1.04415608206194,0.561699781137798,-0.166839480654958,0.28311299986565697,0.678204711770553,0.828457834014677,-0.792266861561705,0.529374739276824,0.207060795341387,0.0304098032388832,0.12963492883709402,0.264744941786478,-0.105011442618687,0.0818548147874185,0.222889027832938,1.0701073258533,-0.0749676309896449,0.00369731204361619,47.85,0
23,610,0.9654336304367069,-0.5599994809934841,-0.0240121441478142,0.793299315633852,-0.41633227523606703,-0.205634669662099,0.107858851239954,-0.0633046175434355,0.6733750795716341,-0.237234017470883,-1.6028197852411101,-0.396668476591519,-0.9931541585801341,0.143938689632577,-0.00489686451994465,0.0365744785092582,-0.20251176132892101,-0.267600170349873,0.488180849794205,0.17642361107532,-0.198279808563506,-0.82025381734753,-0.225598553186,-0.446018045103815,0.46565938102933896,0.30725487292480497,-0.0625196238978765,0.0311679402004316,174.88,0
24,637,-3.0885105176003598,-3.18237397911695,1.41186487305015,1.92772721142417,2.84395386600712,-1.5333725415247101,-0.254110201078089,-0.23047833613266502,0.255048648767849,0.656885920856522,0.5079330874199439,-0.08003361139679901,-1.30703254129325,-0.0609854639773045,-0.495289015308019,-0.52229624899606,-0.351044595849282,0.537197419042229,1.4753497304840901,-0.210669075997436,-0.22616116057810198,0.38360066767275197,2.15544797571048,-0.0508642677815162,0.322103632513063,-0.311078072405318,-0.0289708919693872,-0.38307828272873207,4.88,0
25,643,-2.8295224813551,-3.0273793731644703,1.2606812602475501,-0.4670579022630201,0.192918085993478,-1.29153858865701,1.6462010718899,-0.47509057663309706,-1.90981651197466,-0.21800173790716101,-0.36532660420140206,0.151756255421768,1.4128420404645101,-0.164930530553858,0.22874125617678798,-1.19302831683591,-0.46153510014228905,0.6749425762529979,-1.2849883212251798,1.43408938198448,-0.34900098254477696,-2.0925099906826,1.7299945362247602,0.25475663904549395,0.305875217400051,-0.15666216607037303,-0.439597795645729,-0.0762018353334638,589.21,0
26,651,-0.6185152628461489,0.713332592536522,2.16278560347555,4.86112928317014,0.8026965713963449,0.161066393899702,-0.12017053971247699,0.114415193268801,-1.74600518762496,1.29616219769814,-0.923738839430487,0.260684770950439,1.2832633985405,-0.354878122232848,-0.311243890318104,-0.610100956964114,0.498638438964236,-0.226090973130029,1.28669464758087,0.421456752631717,0.12402211614900999,0.43293169787765795,0.00891490590831978,0.42912425222010403,-0.41362154911055893,0.33070618963426096,0.187836557474024,0.191494218326522,4.2,0
27,679,-0.722725685249494,-0.151058535284702,1.92347905493893,-1.32169729822945,-0.40902672073498497,-0.94916732060452,-0.477108714433282,0.0783134086712511,1.0996148356709,-1.0912783390700502,0.217931173402814,0.18365487055626395,-0.47224990766398495,0.153086539667981,2.70368469077415,-0.957342517264207,0.46574836679579296,-0.0112544536266998,1.20260647835312,-0.0633602484533822,0.17173271473608803,0.643666336602015,-0.11279375933927,0.45976792276384004,-0.6732860176920129,0.0136262635394626,0.132681022854834,0.12315928878723402,0.05,0
28,741,-1.64497897994548,1.1851692723057101,0.8465296216754492,-1.1743746250211,1.8454423015555301,4.7867689853667095,-1.38891195309074,-2.13295801619383,0.587086286995023,-0.0478728307367087,-0.580281676143692,0.0461052151005631,-0.23529186670430702,-0.495164231440509,0.21898194713491198,0.28903838906088797,-0.459990174117899,0.41164882175372997,0.49809690462066597,-0.35856822109170294,2.84908118785793,-1.32219321760899,0.096048034156175,0.9794674537825508,0.434881811982757,0.38088758322555294,0.29650764855221,-0.0698291478745681,8.12,0
29,751,-0.654892250964595,0.608319162188241,1.58510173965611,-3.0094292408591605,0.037592712479637,-1.9540229932134099,1.3359771368654199,-0.6128583723490539,0.690254191679665,-1.68153698719087,0.361360985336177,1.12280326162688,0.8973263986979009,-0.279798556334729,0.20900139452221603,-0.268394125539523,-0.74375591604156,-0.749993944070039,-0.962561902074604,-0.137096520002989,-0.0785270520006642,-0.064193969586884,-0.107350003017435,0.9617760064756191,-0.0677597397332551,-0.549464950543634,-0.232588215683198,-0.108260749493982,3.9,0
30,788,-1.68414418702082,0.421962146456322,2.60141527059768,-0.412067352753599,0.295014858653187,-0.237648971607344,0.354750800378397,-0.33742365473736896,1.08175733977252,0.309250002761726,-0.924440188098641,0.11525849257630902,0.43909936982648207,-1.31440650091428,-0.23966237308752303,0.171254683378557,-0.7839555047143241,-0.20281719389960104,-0.382511888962761,0.16848988382045096,-0.248515401718746,-0.0609660483136235,-0.42046183905127704,0.0825121056972577,0.36360696731239794,0.188348439792397,-0.376011094420169,-0.0557074569935189,5.42,0
31,843,-0.712855324375172,1.2837707381031298,2.7064472239351702,2.6657613325575897,0.165224147893448,0.637445709641902,0.35857624277477795,-0.0036915287788583102,-1.17185984581739,0.9998141655847191,-0.0213681306223354,0.00308336566113147,1.1102221429812902,-0.37498557701923296,1.8058828161529,-0.15158439649691902,-0.00508530624644754,-0.32499095238579495,0.34140649724622896,0.378890163266365,-0.0653898271323558,0.118837135707765,-0.18771054427525896,0.0914739007619105,-0.120111902999209,0.141127039204546,0.093882630650563,-0.0729873383139992,14.99,0
32,862,1.20849842272188,0.5705669722215071,0.0430931001550911,1.2441822428326,0.178013652187768,-0.8613491083331459,0.561900323840994,-0.298842358392149,-0.542087608410998,0.023788435239177997,0.33398673110859,0.99638650892465,1.06777302981832,0.38001672228971795,0.7441075446233081,-0.6172187978462971,0.00471579807462083,-1.07542523265127,-0.7964807680940859,-0.12723166219342802,0.0640833769526093,0.328368253821335,-0.0865335984181669,0.43850761706340796,0.7682320845128859,-0.27431736020609,0.0152143279176818,0.0132196499041932,1.0,0
33,943,-1.21250203984735,-0.058850913337692004,1.8234345529523701,-0.8911638040610659,-0.45597167416665896,1.3300982542568,-0.631759816272457,1.24575580378162,0.774278112459047,-1.5478509142740402,-0.23949024015051604,-0.0225767331490501,-2.0472909590700503,0.10325726292071401,0.23036745591495397,-1.02402399452263,1.4362656725636203,-2.347027006061,-1.928416821734,-0.35760906157767297,0.0271806405586567,0.0396120961136993,0.233518880215963,-0.621402487704639,-0.46337929823130397,0.8978881298267941,-0.12190654020070199,-0.10175916023316499,48.94,0
34,1029,-0.48041718124182103,1.00482064690174,1.5598606096623602,1.02640076468053,-0.26346266570668997,-0.9920213618597808,0.879659319709125,-0.23522325655008,-0.6022358049566929,-0.154489674978321,0.00579236062154263,0.102661888000826,-0.0535096206087366,0.318902517443511,1.00710177501667,-0.394458105410489,-0.0160577390567264,-0.247296508892335,0.328702442351555,-0.0463276717934824,-0.000714490835711172,-0.0183234477069578,0.0604741974797783,0.9025830673578951,-0.5524568704235551,-0.603276159396876,0.0734271871328332,0.16375551512973002,49.5,0
35,1045,-1.9091568874415001,-0.6895861539931379,1.7426585435491597,-1.18820791114032,0.9813184898510251,-0.190054154420819,0.780530203156098,-0.0211030218849273,0.19715995690946103,-0.853233386406942,0.6421534054980159,0.29901207197021,-1.23926799186782,-0.13659331491188198,-1.50974217844556,0.247292421312538,-0.67912140022992,-0.549762028537804,-1.04946976010054,-0.31227684999115995,-0.23025692623884197,-0.47677742561211295,-0.341506839850968,-0.26839719098163,0.432744679275238,0.265405230807846,-0.183403242950578,-0.23858344407494397,158.0,0
36,1055,-1.04726009686789,-0.41409979786177503,3.61440858041644,3.55113731930158,-1.2278800687217,1.49692331226392,-0.210201206636281,0.35244459362395597,0.450434270562911,0.233956984488059,-1.6937045225278602,-0.518696591749357,-0.86987042749243,-1.2801935441015,-0.9641626651278609,-0.652894706016631,0.688922828981251,0.45492958470424505,1.27479756783545,0.66936917025067,0.20969210869184804,0.7882181104242509,0.11797786110611501,0.425137134534769,0.209526773225051,0.502738471145693,-0.0678708816865354,-0.0997557976733909,196.33,0
37,1060,-1.93329261908617,0.37267688950334793,0.6031666501685389,-0.277604520484428,-1.22873684327191,-0.43606381749076895,0.509819251194216,0.7978882408701429,-0.45218477518645794,-1.1942865945575,0.6247019115395229,0.8820004114786508,-0.751293402299321,0.728436618874237,-1.40281599182637,0.295308916732839,0.0228408330973772,-0.0314096270770149,0.144674388540356,-0.378216408442462,-0.0035801341353793397,-0.19019533456534402,0.367919795307442,0.571413637718426,-0.15945453303809398,0.306409738325046,-0.16290711821585002,-0.268754225263463,158.0,0
38,1077,-3.93679406923572,-3.67051900264911,-1.4538204998470199,2.29974999413165,-9.749439589841991,6.45641046157446,10.784087654848099,-2.16001589150776,-0.23811604308437304,-1.0043984469861,-0.31843657617497495,-1.98143510685022,-0.876498835758804,-1.09570880084773,1.13210316063153,1.6434400876578399,-0.853989691681442,-0.16544459733885097,-0.8107846484005541,-2.20367559311281,-0.979104300834913,0.9571861718033029,2.4419598119826498,0.25060715954121,0.30090790506154197,1.1578669435405802,1.6242842373444502,-1.6386472147220799,2452.03,0
39,1084,-0.327425985929599,0.3773459359259149,1.0445636622512,-0.8216485275378922,-0.9380438289679441,-0.416147929538984,2.08251321939511,-0.958190627065638,-1.46667113336878,0.7925646091103791,-0.39923508573974603,-0.667212411879361,0.10350794527141001,-0.251876827899797,0.49742681159255797,-1.69717579610246,-0.21742486931751395,0.597222064344425,-0.487306869570324,-0.4506017595343161,-0.77460702569163,-1.4020966288510701,0.0377592401984549,0.33419003188418606,-0.31122721415790805,0.0544312927910291,-0.448106411253421,-0.46567533886151097,229.9,0
40,1121,1.4100116903237099,-1.3540611946970298,1.05323147630549,-1.23461795302723,-1.74696998409226,0.330006270223235,-1.60655432844281,0.159225575776965,-1.07510625691474,1.19065785980069,-0.9186837272350229,-0.4673221825772271,0.894092075716772,-1.03412190302064,0.00186915392192026,-0.688621440350759,0.8529362400143349,-0.32948219295308,-0.310990892854574,-0.305190286961736,-0.225977233198838,-0.0511586761667063,0.0356765355690182,-0.273576518575403,0.23229968714103896,-0.14631775593031698,0.0953261235779173,0.0287194427863334,26.0,0
41,1125,1.13930689476002,0.519481137023942,0.580852933406887,2.30351247222888,0.0396630299524026,-0.0090203938490255,0.0630253882099972,0.0243277419117993,-1.03133770204438,0.8375059767189971,0.9473627861758721,0.716314949516309,0.453491082019146,0.37264881442540204,-0.180398853802928,0.9917300269613198,-1.0367798459634399,0.250323649678885,-0.600647358444776,-0.0697257559500127,-0.0282025418027114,-0.175014971871508,-0.0489415618167424,0.00127083469704698,0.44429336294697597,-0.0745404316588599,-0.0132179378686812,0.0147947711919706,19.49,0
42,1140,1.22041165985334,-0.129893092808252,0.7214005587760121,0.128811598398014,-0.892553736323773,-0.869999863530241,-0.30936109330130795,-0.140350176860272,0.408363577871745,-0.163300185737963,-0.258482894547884,0.28662982097195,0.427683781708227,-0.0117487487835471,1.2889875893730902,0.505167837448653,-0.453345336466621,-0.149225838696246,-0.20588461115453102,0.00470158664980497,0.0944399028787932,0.271115819392675,-0.0406338283576528,0.484349421540432,0.23505997923215602,1.06705489073717,-0.0632204905135884,0.0150330663280929,27.99,0
43,1236,0.989275402641155,-0.7293406521550829,-0.593078443279307,-1.5279052690671298,-0.28961080141631296,-0.667474993596557,0.27767614451205,-0.124735865517556,0.8115850988783179,-0.940542860547615,1.4944904623369097,1.09702455537365,-0.381901942485268,0.7972127436162719,1.1142408789492901,-0.711640006495619,-0.10007855920269802,-0.0987407743159251,0.831006483860894,0.19396680019798998,0.109294446338527,0.0758736163736932,-0.26661905010311304,-0.24189396206099698,0.57493613596344,0.0309128199430564,-0.0397987383342295,0.0143178108108395,160.0,0
44,1247,-1.42733501108134,-0.172234447510589,0.334924538596957,-1.9392802913929001,0.280493227217172,-1.9768530116623,0.0142077924098223,0.369486171326693,0.651923070559,-1.5085912717590901,-0.142871381357655,0.144804163787096,-1.23700816753329,1.00117994632659,1.36351516656342,-0.9651975625458421,0.485987387966336,-0.537400142230841,0.12162097293771,0.100942503355994,0.20090332637628802,0.30289704925777694,-0.0711306634279677,0.434116824576639,-0.23136585057062903,-0.129275695523451,0.262172912316429,-0.0119765476008615,1.0,0
45,1252,-1.49576794168747,0.18557760898040399,1.59303042775643,-0.481535204702015,1.20702463091185,-0.49743127266563403,0.21688519407478501,0.259976297556976,-0.600883131053921,-0.727333217405445,1.18552790328929,0.0978587909732697,-0.9052380910113509,-0.0541246906990704,0.24352426199757896,0.657672685995485,-0.258547112475831,0.0735811645451525,-0.60840194991885,-0.0528549446330493,-0.147642628889157,-0.74012776615137,-0.0433069329889375,-0.38641324940084704,0.167761030383694,0.0345206718668218,-0.199194500204253,0.19524465894876897,1.79,0
46,1256,1.3507573246611202,-0.332866472164791,0.0014530299399912198,-0.594762825388784,-0.6845858122800429,-0.827280311787491,-0.48269650825152,-0.22165263182292397,-0.8627762534128871,0.121316736240096,-0.163709452199118,-0.354386695469619,1.37647631872707,-1.5728570476598,0.9030731453295179,1.71403114491101,0.7838762994429499,-0.8116480914699191,0.478941608246039,0.27582767954011406,0.0507476104426323,0.0387994141809251,-0.11027908949932701,-0.16961690775377097,0.452920575029686,-0.259138504508786,0.0282609689893178,0.0497681223820258,49.9,0
47,1261,1.00886382569139,-0.688276667797151,-0.481515527935178,-1.33228540453835,-0.53041576429727,-1.18642973569834,0.37042325108971996,-0.278457759648032,1.0872382606836801,-1.1024184711878,0.046304113906963,0.38162029487335997,-0.60890971291862,0.67090733042812,1.81855887367726,-0.9919448076942359,0.28461890944303997,-0.6701168930636171,0.41938580463323794,0.15595741581375197,0.0762709944999908,0.00309000156561454,-0.21051678740555801,0.133447669316444,0.5526056624601839,0.0288543926284762,-0.0372114017266021,0.027281213124599,160.0,0
48,1266,-2.14812815747415,1.0398266772075502,-1.00241884396815,-0.9295062234817191,1.78927952911419,3.43172628880844,-0.6315358254510071,1.81360774760986,-0.0401164765955278,-0.13602581184006698,-0.848150648253797,0.26887981412114104,-0.10431255006824199,0.42610726416352895,-0.226305568467987,0.13677754715622,-0.134616446048129,-0.0362484654098525,0.706039323593602,0.20077884541115198,-0.22317390154466,-0.667157080265307,0.0243990558116717,1.0236998066083198,0.308171782451659,0.256425424639679,0.149888680373461,0.181677456304532,14.93,0
49,1300,1.21890843918725,0.245989065129621,0.54668954645729,0.498296489763967,-0.36617251481791896,-0.652761843360514,0.00022311918126500897,-0.0934119563041986,-0.30810298411792103,0.0852234792696983,1.5868795670549398,1.3862573108646201,0.8488887874246949,0.31263882619656297,0.263603584820518,0.470596592220539,-0.7096668047695001,-0.12241779869209402,0.16717265299017,-0.0435435957478419,-0.19903902087835,-0.581332092698483,0.116861358605687,0.341019016371965,0.20866021415467703,0.0752165365600325,-0.0287400582286224,0.0100657205975871,1.29,0
50,1316,-0.614421351138063,0.7083487008210408,1.39975069568896,0.917166274424043,0.49931492643114,0.489940134361448,0.639752247756203,0.0951048264465247,-0.0583411877577904,0.346378255010979,0.608356742499153,-0.0970641438342298,-1.65184606619545,0.211724877388496,-0.431920950811855,-0.83397592200057,0.114416983589164,0.0291308403135148,0.858401805218389,0.0731710439234426,-0.0625357963596426,0.21446560784645496,-0.161873518429399,-0.32683258754601097,-0.1126510025488,-0.303115270989602,0.116764752264304,-0.0313568929892637,20.22,0
51,1355,-1.72492809792185,1.87747108108376,0.43323677978173597,-1.00296179718023,-0.0590301810617112,-0.524864950934521,0.385128104374605,0.43474546344957105,0.547897087773327,0.327522904928005,-1.41513623040698,0.39607947002572,0.745998128648552,-0.25835545653890196,-0.291759075309407,0.24065566490238802,-0.5010851244894,-0.42036053401807705,-0.0373353901519588,0.4934390258190399,-0.315926767302689,-0.577280577073256,-0.10484097645365,-0.4226305609390011,0.14602452127795298,0.36249596479315205,0.598674908099056,0.35571804154246,1.0,0
